mileage,make,model,fuel,gear,offerType,price,hp,year
96731,Mercedes-Benz,E-Class,Petrol,Semi-automatic,Used,16362,69.0,2019
110472,Audi,Q5,Petrol,Manual,Used,8831,,2013
64695,Audi,Q5,Diesel,Automatic,Used,18298,103.0,2016
500,Hyundai,Kona,Petrol,Automatic,Demonstration,19789,190.0,2021
180720,Peugeot,3008,Petrol,Automatic,Used,3356,153.0,2013
99235,Audi,A6,Diesel,Manual,Used,14775,139.0,2018
146291,Hyundai,Tucson,Petrol,Manual,Used,3636,99.0,2012
500,Opel,Astra,Diesel,Manual,New,15899,103.0,2020
104267,Skoda,Fabia,Petrol,Automatic,Used,4484,89.0,2012
125972,Opel,Insignia,Petrol,Automatic,Used,4841,123.0,2014
109227,BMW,1 Series,Hybrid,Manual,Used,10412,102.0,2016
32685,Hyundai,Tucson,Diesel,Manual,Used,7774,118.0,2015
138754,Volkswagen,Passat,Diesel,Manual,Used,4022,50.0,2012
116640,Mercedes-Benz,C-Class,Diesel,Automatic,Used,14811,128.0,2018
157387,Mercedes-Benz,E-Class,Petrol,Automatic,Used,7939,177.0,2011
67137,Audi,A6,Petrol,Manual,Used,16954,157.0,2021
187717,BMW,1 Series,Diesel,Automatic,Used,5486,121.0,2011
82050,Volkswagen,Polo,Diesel,Automatic,Used,6706,238.0,2014
4757,Renault,Clio,Electric,Automatic,Used,15886,104.0,2021
145496,Hyundai,i30,Petrol,Automatic,Used,3219,117.0,2012
131662,BMW,3 Series,Petrol,Manual,Used,6457,50.0,2011
11055,Audi,A6,Diesel,Automatic,Used,22125,110.0,2019
217737,Skoda,Superb,Diesel,Automatic,Used,3370,200.0,2011
500,Hyundai,Kona,Diesel,Automatic,Used,16084,113.0,2020
142745,Renault,Kadjar,Diesel,Automatic,Used,4191,55.0,2015
14723,Peugeot,208,Petrol,Manual,Used,12728,153.0,2020
134103,Skoda,Octavia,Diesel,Automatic,Used,5811,140.0,2013
169665,Opel,Corsa,Diesel,Automatic,Used,2666,158.0,2012
500,Mercedes-Benz,C-Class,Diesel,Manual,Demonstration,37505,102.0,2021
64877,Toyota,C-HR,Diesel,Semi-automatic,Used,10800,68.0,2019
500,Peugeot,208,Diesel,Manual,Used,11344,107.0,2021
135390,Volkswagen,Golf,Diesel,Automatic,Used,6325,148.0,2014
18601,Renault,Kadjar,Diesel,Manual,Used,6817,106.0,2015
67060,BMW,1 Series,Petrol,Manual,Used,12148,128.0,2017
134899,Renault,Clio,Hybrid,Automatic,Demonstration,4867,100.0,2015
156780,Peugeot,308,Petrol,Automatic,Used,4412,141.0,2013
59556,BMW,X3,Diesel,Automatic,Used,13897,124.0,2015
34062,Opel,Insignia,Hybrid,Automatic,Used,10171,94.0,2017
140896,BMW,1 Series,Hybrid,Manual,Used,6783,111.0,2011
126518,Skoda,Fabia,Petrol,Automatic,Used,4941,106.0,2014
48882,Hyundai,i20,Diesel,Automatic,Used,5641,151.0,2014
164537,Volkswagen,Polo,Petrol,Manual,Used,4400,144.0,2011
160900,Ford,Kuga,Hybrid,Automatic,Used,4524,144.0,2012
80094,Hyundai,Tucson,Petrol,Manual,New,8282,50.0,2016
168386,Audi,A6,Petrol,Manual,Used,5507,63.0,2012
127830,BMW,1 Series,Petrol,Automatic,Used,10325,94.0,2014
56042,Opel,Mokka,Hybrid,Automatic,Used,7689,90.0,2017
500,Skoda,Fabia,Diesel,Manual,Used,14065,90.0,2020
154669,SEAT,Leon,Diesel,Automatic,Used,3591,163.0,2012
71642,Audi,A6,Petrol,Manual,Demonstration,13238,140.0,2015
129758,Hyundai,i30,Diesel,Semi-automatic,Used,4090,87.0,2012
121769,Skoda,Fabia,Diesel,Manual,Used,4856,136.0,2015
139607,Audi,A3,Diesel,Manual,Used,10183,125.0,2016
43668,Hyundai,i30,Diesel,Manual,Used,11303,112.0,2019
124392,Hyundai,Tucson,Diesel,Manual,Used,5283,161.0,2015
500,Opel,Mokka,Petrol,Manual,Used,13153,85.0,2021
158593,Volkswagen,Tiguan,Diesel,Automatic,Used,5334,123.0,2012
162903,SEAT,Leon,Petrol,Automatic,Used,3570,73.0,2011
208023,Skoda,Octavia,Diesel,Automatic,Used,2759,75.0,2011
101084,BMW,3 Series,Hybrid,Manual,Used,10355,50.0,2014
126543,SEAT,Leon,Petrol,Automatic,Used,4643,78.0,2013
187059,Toyota,RAV4,Hybrid,Manual,Used,3919,110.0,2012
131779,BMW,1 Series,Diesel,Automatic,Used,7800,108.0,2013
500,Renault,Kadjar,Diesel,Automatic,Used,12311,118.0,2021
134307,BMW,3 Series,Petrol,Manual,Used,16747,100.0,2019
127249,Renault,Captur,Petrol,Manual,Used,3183,185.0,2011
12735,Opel,Corsa,Diesel,Automatic,Used,13211,79.0,2021
147134,Volkswagen,Golf,Petrol,Manual,Used,4206,51.0,2013
114367,Hyundai,Tucson,Petrol,Automatic,Used,6734,86.0,2015
113359,BMW,3 Series,Diesel,Semi-automatic,Demonstration,9821,105.0,2014
98533,SEAT,Leon,Petrol,Manual,Used,5862,132.0,2015
36777,Mercedes-Benz,A-Class,Diesel,Manual,Used,16620,141.0,2019
20942,Hyundai,i30,Diesel,Manual,Used,11969,155.0,2018
150258,Renault,Captur,Electric,Automatic,Demonstration,8392,121.0,2017
67300,Peugeot,308,Petrol,Manual,Used,5879,93.0,2017
65893,Opel,Mokka,Petrol,Manual,Demonstration,10302,187.0,2019
123287,Opel,Astra,Petrol,Manual,Used,2901,50.0,2013
92583,SEAT,Ibiza,Hybrid,Semi-automatic,Used,7093,112.0,2015
134059,Peugeot,3008,Petrol,Automatic,Used,3592,140.0,2012
5755,Toyota,Corolla,Diesel,Automatic,Used,17343,211.0,2018
99378,Volkswagen,Passat,Diesel,Semi-automatic,Used,6990,50.0,2015
45755,SEAT,Ibiza,Petrol,Automatic,Used,10850,108.0,2018
116003,BMW,X3,Petrol,Semi-automatic,Used,12932,50.0,2017
78115,Audi,Q5,Petrol,Manual,Used,10043,50.0,2014
129800,Peugeot,208,Diesel,Manual,New,4661,97.0,2012
500,Audi,A4,Diesel,Automatic,Used,26057,167.0,2021
170489,Peugeot,508,Electric,Manual,Used,4479,162.0,2014
119571,Opel,Insignia,Petrol,Manual,Used,4064,82.0,2012
139680,Mercedes-Benz,C-Class,Diesel,Automatic,Used,10577,153.0,2014
63956,Ford,Focus,Petrol,Automatic,Used,9786,120.0,2020
129886,Skoda,Kodiaq,Petrol,Manual,Used,5690,132.0,2013
500,Peugeot,508,Petrol,Manual,Used,14034,167.0,2021
42255,SEAT,Leon,Diesel,Manual,Used,8623,101.0,2016
60092,Hyundai,i30,Petrol,Manual,Used,11308,162.0,2020
15879,Toyota,C-HR,Diesel,Manual,Used,12732,57.0,2018
178721,Peugeot,208,Diesel,Automatic,Used,2172,150.0,2011
94002,SEAT,Ibiza,Petrol,Automatic,Used,7980,172.0,2016
118200,Audi,Q5,Diesel,Manual,Used,7524,151.0,2015
151505,Ford,Focus,Diesel,Manual,Used,4321,54.0,2013
42322,BMW,1 Series,Diesel,Automatic,Used,17245,117.0,2017
115857,Ford,Fiesta,Diesel,Manual,Used,4739,,2012
85022,Hyundai,Kona,Petrol,Manual,Used,8103,132.0,2018
7973,Opel,Astra,Diesel,Manual,Used,11989,119.0,2020
53745,BMW,1 Series,Petrol,Automatic,Used,11162,185.0,2012
112706,SEAT,Ibiza,Electric,Manual,Used,7462,52.0,2016
23731,Hyundai,i20,Diesel,Manual,Used,10528,101.0,2018
181350,Toyota,RAV4,Petrol,Automatic,Used,4336,50.0,2011
153749,Audi,A6,Diesel,Automatic,Used,10115,152.0,2015
135587,Opel,Mokka,Diesel,Automatic,Used,3143,147.0,2013
199852,Skoda,Octavia,Diesel,Automatic,Used,3256,271.0,2011
50383,Mercedes-Benz,C-Class,Diesel,Automatic,Used,23401,174.0,2019
160560,Audi,A6,Diesel,Manual,Used,9765,124.0,2015
7826,Mercedes-Benz,GLC,Diesel,Manual,Used,21691,124.0,2019
74712,Hyundai,i30,Petrol,Manual,Demonstration,10566,97.0,2017
53561,Renault,Kadjar,Petrol,Manual,Used,9378,120.0,2020
8336,Toyota,C-HR,Hybrid,Manual,Used,19986,127.0,2021
115328,Peugeot,508,Petrol,Manual,Used,4618,50.0,2017
104879,Hyundai,Tucson,Petrol,Automatic,Used,6263,132.0,2014
177428,BMW,X3,Diesel,Automatic,Demonstration,8755,129.0,2015
104277,Toyota,RAV4,Petrol,Manual,Used,9972,193.0,2020
114873,Volkswagen,Passat,Diesel,Manual,Used,6364,103.0,2015
109341,Opel,Insignia,Hybrid,Manual,Used,6292,76.0,2016
176709,SEAT,Ateca,Hybrid,Manual,Used,4157,119.0,2013
500,Ford,Fiesta,Diesel,Manual,Used,13353,118.0,2021
14080,BMW,X3,Petrol,Manual,Used,18290,106.0,2018
163975,Mercedes-Benz,GLC,Petrol,Manual,Used,8971,50.0,2014
84590,Peugeot,508,Petrol,Semi-automatic,Used,6248,104.0,2017
97072,Audi,A6,Diesel,Automatic,Used,12271,98.0,2015
150389,Audi,A3,Petrol,Automatic,Used,7898,111.0,2012
500,Hyundai,Tucson,Petrol,Manual,Used,7989,147.0,2020
23330,BMW,5 Series,Diesel,Manual,Used,25250,84.0,2020
3643,Toyota,Yaris,Petrol,Manual,Used,14050,104.0,2020
137133,Hyundai,i20,Diesel,Semi-automatic,Used,4748,133.0,2015
169826,SEAT,Ateca,Hybrid,Manual,Used,4718,95.0,2013
185184,BMW,1 Series,Diesel,Manual,Used,6717,222.0,2011
58841,BMW,X3,Diesel,Semi-automatic,Used,18934,124.0,2019
67593,Audi,A4,Diesel,Manual,Used,11841,52.0,2014
50673,Skoda,Octavia,Petrol,Manual,Used,12878,76.0,2020
52029,BMW,X3,Petrol,Automatic,Used,24212,87.0,2020
193582,Opel,Astra,Diesel,Manual,Used,2851,69.0,2012
89137,BMW,1 Series,Diesel,Semi-automatic,Used,19120,139.0,2021
90760,Skoda,Kodiaq,Petrol,Manual,Used,4437,56.0,2012
76403,Volkswagen,Tiguan,Diesel,Automatic,Used,8732,110.0,2016
64021,Renault,Megane,Diesel,Manual,Used,6540,161.0,2016
21038,Volkswagen,Golf,Hybrid,Automatic,Used,19271,107.0,2021
60469,Mercedes-Benz,E-Class,Diesel,Automatic,Used,16696,157.0,2018
21807,Mercedes-Benz,GLC,Petrol,Automatic,Used,25836,53.0,2020
110966,Peugeot,208,Diesel,Automatic,Used,4976,109.0,2017
500,Volkswagen,Tiguan,Petrol,Automatic,Used,17277,89.0,2020
500,Opel,Astra,Petrol,Manual,Demonstration,12603,127.0,2020
500,SEAT,Ibiza,Diesel,Manual,Used,12964,67.0,2020
92389,Skoda,Octavia,Petrol,Manual,Used,7628,202.0,2015
61999,Renault,Kadjar,Electric,Manual,Used,7657,50.0,2015
13300,Peugeot,3008,Petrol,Manual,Used,16092,166.0,2021
39208,Ford,Fiesta,Diesel,Automatic,Used,11051,168.0,2019
500,Peugeot,3008,Petrol,Automatic,Used,14456,144.0,2021
105582,Audi,A6,Electric,Semi-automatic,Used,16471,113.0,2017
12917,Hyundai,Tucson,Diesel,Manual,Used,14799,198.0,2021
97193,Skoda,Superb,Diesel,Automatic,Used,8062,238.0,2018
38173,Renault,Clio,Diesel,Automatic,Used,8175,119.0,2019
149153,Toyota,Corolla,Petrol,Semi-automatic,Used,4356,113.0,2012
55303,Peugeot,3008,Diesel,Automatic,Used,6231,101.0,2017
44753,Toyota,Yaris,Diesel,Manual,Used,11257,60.0,2019
69928,Skoda,Fabia,Petrol,Manual,Used,9396,134.0,2019
603,Volkswagen,Golf,Diesel,Semi-automatic,Used,17387,126.0,2021
138144,Opel,Mokka,Diesel,,Used,4261,51.0,2014
91554,Mercedes-Benz,C-Class,Petrol,Automatic,Used,10252,144.0,2014
41567,Toyota,Yaris,Diesel,Automatic,Used,17511,143.0,2021
500,Mercedes-Benz,A-Class,Hybrid,Automatic,Used,31613,103.0,2021
179809,Mercedes-Benz,C-Class,Diesel,Automatic,Used,6267,91.0,2012
107134,Mercedes-Benz,E-Class,Petrol,Automatic,Used,12678,143.0,2015
68233,SEAT,Leon,Petrol,Automatic,Used,11841,202.0,2021
94608,Skoda,Octavia,Diesel,Manual,Used,4897,125.0,2013
500,Hyundai,Kona,Diesel,Manual,New,16063,148.0,2019
128432,Ford,Kuga,Petrol,Manual,Used,3099,69.0,2012
101539,Audi,A3,Diesel,Manual,Used,8559,87.0,2012
500,Volkswagen,Passat,Diesel,Automatic,New,13954,155.0,2019
96754,Volkswagen,Passat,Hybrid,Automatic,Used,10805,65.0,2017
74854,Ford,Kuga,Petrol,Manual,Used,8393,120.0,2017
13211,Hyundai,Tucson,Electric,Manual,Used,19455,136.0,2020
106456,Skoda,Kodiaq,Diesel,Manual,Used,7075,106.0,2014
69097,Toyota,Corolla,,Automatic,Used,10252,139.0,2016
132763,BMW,5 Series,Petrol,Automatic,Used,10903,129.0,2017
19257,BMW,X3,Diesel,Manual,Used,25841,85.0,2019
73725,Toyota,C-HR,Diesel,Manual,Used,5800,55.0,2014
102862,BMW,X3,Diesel,Automatic,Used,10255,122.0,2017
97449,Volkswagen,Golf,Diesel,Automatic,Used,9751,183.0,2015
161357,Ford,Fiesta,Petrol,Automatic,Demonstration,6605,171.0,2016
11583,Hyundai,Tucson,Diesel,Automatic,Used,10372,113.0,2020
134609,Renault,Clio,Hybrid,Manual,Used,3940,93.0,2015
97877,BMW,1 Series,Diesel,Manual,Used,14540,92.0,2018
500,Toyota,C-HR,Diesel,Manual,Used,15361,95.0,2021
18998,Toyota,C-HR,Diesel,Manual,Used,12505,126.0,2019
40948,Peugeot,208,Petrol,Manual,Used,13963,163.0,2021
95121,Toyota,RAV4,Electric,Manual,Used,14388,213.0,2017
70629,Mercedes-Benz,A-Class,Petrol,Manual,Used,11703,71.0,2014
500,Hyundai,Tucson,Diesel,Automatic,Used,15481,159.0,2021
500,Audi,Q5,Diesel,Manual,Used,23838,136.0,2018
155839,Peugeot,308,Petrol,Automatic,Used,3370,107.0,2013
110836,Skoda,Superb,Diesel,Manual,Used,3904,62.0,2014
129325,Peugeot,3008,Petrol,Manual,Used,2567,119.0,2013
500,SEAT,Arona,Diesel,Manual,Used,14011,209.0,2020
111566,SEAT,Arona,Diesel,Manual,Used,4681,118.0,2012
28271,SEAT,Leon,Diesel,Manual,Used,10568,78.0,2019
51469,Peugeot,508,Diesel,Automatic,Used,8678,119.0,2017
169124,Renault,Clio,Electric,Automatic,Used,3829,69.0,2011
95421,BMW,5 Series,Petrol,Manual,Demonstration,16772,112.0,2017
124436,Peugeot,3008,Electric,Manual,Used,8692,144.0,2019
59299,Skoda,Octavia,Petrol,Manual,Used,9726,81.0,2018
129039,Audi,A4,Diesel,Automatic,Used,10528,50.0,2016
90951,Skoda,Superb,Petrol,Manual,Used,5854,120.0,2014
91377,Hyundai,Tucson,Diesel,Manual,Used,3642,83.0,2012
152669,Toyota,Yaris,Petrol,Automatic,Used,4671,86.0,2011
64080,Toyota,Corolla,Diesel,Automatic,Used,7308,89.0,2014
75514,Opel,Astra,Hybrid,Automatic,Used,7131,144.0,2017
137684,Peugeot,3008,Petrol,Manual,New,3859,87.0,2011
500,Ford,Fiesta,Petrol,Manual,Demonstration,14440,157.0,2021
135761,Renault,Captur,Petrol,Manual,Used,5123,154.0,2017
101185,SEAT,Ateca,Petrol,Automatic,Used,5868,111.0,2014
500,Mercedes-Benz,GLC,Petrol,Automatic,Demonstration,31157,107.0,2021
166436,Audi,A3,Petrol,Manual,Used,7792,113.0,2013
500,Volkswagen,Tiguan,Diesel,Automatic,Used,18238,123.0,2021
158156,BMW,3 Series,Petrol,Manual,Used,5973,50.0,2014
79331,Opel,Astra,Diesel,Automatic,Used,6804,210.0,2015
86069,Opel,Astra,Petrol,Manual,Used,5232,141.0,2015
27069,BMW,3 Series,Petrol,Manual,Used,26125,94.0,2021
155763,Opel,Mokka,Diesel,Manual,New,4508,50.0,2013
41897,SEAT,Ibiza,Petrol,Automatic,Used,11459,122.0,2021
116859,Mercedes-Benz,A-Class,Petrol,Manual,Used,8964,82.0,2014
138502,Ford,Fiesta,Petrol,Manual,Used,5166,105.0,2014
86097,Ford,Focus,Petrol,Automatic,Demonstration,11175,50.0,2018
67020,Skoda,Fabia,Petrol,Automatic,Used,9916,106.0,2018
115007,Ford,Focus,Petrol,Automatic,Used,4965,104.0,2014
99415,Renault,Megane,Diesel,Automatic,Used,4869,112.0,2012
125971,Audi,A6,Diesel,Automatic,Used,9529,113.0,2015
91476,Opel,Insignia,Petrol,Automatic,Used,5934,127.0,2016
150523,Ford,Fiesta,Diesel,Manual,New,4551,173.0,2011
209722,Mercedes-Benz,GLC,Diesel,Manual,Used,5195,82.0,2011
500,Renault,Captur,Diesel,Manual,Demonstration,11979,74.0,2021
222541,Mercedes-Benz,E-Class,Diesel,Manual,Used,4449,50.0,2011
104220,Audi,A4,Hybrid,Manual,Used,10809,86.0,2015
56113,Peugeot,208,Diesel,Manual,Used,8902,50.0,2019
106173,Hyundai,Kona,Diesel,Manual,Used,5355,151.0,2014
31652,Renault,Kadjar,Electric,Automatic,New,14515,121.0,2016
160114,Toyota,Corolla,Hybrid,Automatic,Used,4229,162.0,2011
56716,Toyota,RAV4,Diesel,Automatic,Used,12684,194.0,2019
98668,Opel,Insignia,Electric,Automatic,Used,8064,87.0,2017
23069,Peugeot,3008,Diesel,Manual,Used,11776,98.0,2020
500,Audi,A3,Petrol,Manual,Used,21637,174.0,2020
66042,Opel,Mokka,Diesel,Manual,Demonstration,5832,117.0,2014
236821,Skoda,Kodiaq,Diesel,Automatic,Used,2479,143.0,2011
81761,Hyundai,Kona,Diesel,Manual,Used,6463,,2014
199947,Toyota,C-HR,Petrol,Automatic,Used,4724,161.0,2012
57307,Opel,Mokka,Diesel,Manual,Used,4266,128.0,2016
143614,SEAT,Ateca,Petrol,Manual,Used,3537,169.0,2012
36882,Mercedes-Benz,C-Class,Petrol,Automatic,Used,27331,127.0,2021
46293,Peugeot,308,Diesel,Manual,Used,7703,134.0,2017
190728,Skoda,Octavia,Electric,Automatic,Used,5504,114.0,2013
17650,Skoda,Octavia,Diesel,Automatic,Used,16543,176.0,2021
61130,Peugeot,508,Diesel,Automatic,Used,8294,96.0,2019
95634,SEAT,Arona,Diesel,Automatic,Used,5166,50.0,2015
173055,Volkswagen,Passat,Diesel,Manual,Used,3529,135.0,2012
175258,Audi,A6,Diesel,Manual,Used,6381,62.0,2014
70405,Mercedes-Benz,C-Class,Petrol,Automatic,Used,14733,76.0,2017
105540,Renault,Clio,Petrol,Manual,Used,7360,170.0,2019
113594,Volkswagen,Tiguan,Petrol,Manual,Used,5693,150.0,2013
71743,Mercedes-Benz,E-Class,,Manual,Used,16464,98.0,2019
137119,SEAT,Ateca,Petrol,Automatic,Demonstration,4477,50.0,2014
97600,Renault,Megane,Diesel,Manual,Used,3892,131.0,2013
112483,Skoda,Octavia,Petrol,Semi-automatic,Used,5682,139.0,2015
150258,Toyota,C-HR,Electric,Manual,Used,5106,129.0,2012
75138,Hyundai,Kona,Diesel,Manual,Used,6930,130.0,2015
132530,BMW,X3,Petrol,Manual,Used,9838,100.0,2014
125120,Hyundai,i30,Hybrid,Manual,Used,4470,90.0,2014
42459,SEAT,Ateca,Petrol,Manual,Used,11153,63.0,2019
117600,SEAT,Arona,Hybrid,Automatic,Used,6175,92.0,2014
56850,BMW,X3,Diesel,Manual,Used,16939,126.0,2018
47131,SEAT,Leon,Petrol,Manual,Used,10979,127.0,2018
64894,Renault,Megane,Diesel,Manual,Used,7385,148.0,2018
112463,Skoda,Superb,Diesel,Manual,Used,5052,50.0,2013
122988,BMW,5 Series,Hybrid,Automatic,Used,17055,54.0,2020
85673,Skoda,Superb,Diesel,Manual,Used,5584,90.0,2013
99534,Hyundai,i20,Hybrid,Automatic,Used,6414,77.0,2014
12299,Renault,Clio,Petrol,Manual,Used,10984,122.0,2020
191417,BMW,1 Series,Electric,Manual,Used,8613,50.0,2014
13795,Hyundai,i30,,Automatic,Used,12079,180.0,2018
179907,Hyundai,i30,Petrol,Manual,Used,2604,68.0,2011
83694,Mercedes-Benz,A-Class,Hybrid,Automatic,Used,16777,198.0,2017
41676,Peugeot,308,,Manual,Used,9721,138.0,2020
103272,Ford,Mondeo,Petrol,Manual,Used,8145,65.0,2018
117554,SEAT,Ibiza,Petrol,Automatic,Used,6784,220.0,2017
14217,Opel,Mokka,Diesel,Manual,Used,11250,126.0,2020
126791,Peugeot,208,Diesel,Semi-automatic,Used,4347,115.0,2014
39756,Hyundai,i30,Diesel,Automatic,Used,7412,121.0,2015
168468,Peugeot,3008,Petrol,Manual,Used,3200,126.0,2011
32210,Hyundai,Kona,Diesel,Manual,Used,10815,136.0,2018
53477,Hyundai,i20,,Automatic,Used,9316,88.0,2018
500,BMW,X3,Petrol,Manual,Demonstration,24905,103.0,2019
59171,Audi,A3,Petrol,Automatic,Used,19616,133.0,2019
90620,Renault,Clio,Electric,Manual,Demonstration,4707,132.0,2012
65190,SEAT,Arona,Hybrid,Manual,Used,8759,139.0,2018
2072,Volkswagen,Passat,Electric,Manual,Used,20341,120.0,2019
105263,BMW,5 Series,Petrol,Automatic,Used,7451,97.0,2013
130416,Skoda,Superb,Diesel,Automatic,Used,5770,98.0,2016
35577,SEAT,Leon,Hybrid,Automatic,Used,13699,76.0,2021
145222,Mercedes-Benz,E-Class,Diesel,Manual,Used,12968,136.0,2015
99590,Mercedes-Benz,E-Class,Diesel,Manual,Demonstration,19070,85.0,2019
62951,BMW,5 Series,Diesel,Manual,Used,15159,101.0,2016
112464,Skoda,Kodiaq,Petrol,Manual,Used,7025,123.0,2018
23707,Volkswagen,Polo,Petrol,Manual,Used,12033,111.0,2017
86114,Skoda,Fabia,Diesel,Automatic,Used,7277,127.0,2018
27733,Opel,Insignia,Petrol,Manual,Used,8364,72.0,2019
500,Opel,Mokka,Diesel,Manual,Used,11716,126.0,2020
141506,Renault,Megane,Diesel,Automatic,Used,3337,109.0,2014
48073,Skoda,Kodiaq,Diesel,Manual,Used,13625,111.0,2021
107034,Renault,Megane,Diesel,Semi-automatic,Used,6206,163.0,2017
82520,Peugeot,3008,Petrol,Manual,Used,6147,134.0,2017
124619,Hyundai,Kona,Diesel,Manual,Used,4165,82.0,2014
123440,Peugeot,308,Diesel,Automatic,Used,4513,117.0,2015
70632,Skoda,Octavia,Diesel,Automatic,Used,9914,199.0,2018
123947,Opel,Insignia,Petrol,Automatic,Used,4353,110.0,2015
127140,Mercedes-Benz,C-Class,Hybrid,Manual,Used,11112,110.0,2014
59497,SEAT,Leon,Petrol,Manual,Used,9894,144.0,2020
48048,BMW,1 Series,Petrol,Automatic,Used,16940,134.0,2015
55405,Hyundai,i30,Electric,Manual,Demonstration,14963,95.0,2018
116565,Toyota,RAV4,Diesel,Automatic,Used,4898,87.0,2011
174685,BMW,X3,Diesel,Manual,Used,5286,105.0,2011
87468,Peugeot,208,Petrol,Manual,Used,7896,144.0,2020
133407,BMW,5 Series,Diesel,Manual,Used,7721,165.0,2012
49454,Renault,Captur,Petrol,Automatic,New,12467,62.0,2019
56477,BMW,3 Series,Petrol,Manual,Used,20124,,2020
17630,Opel,Corsa,Diesel,Semi-automatic,Used,6832,97.0,2016
11726,SEAT,Leon,Petrol,Manual,Used,13560,156.0,2020
117758,Renault,Kadjar,Diesel,Manual,Used,4488,76.0,2015
500,Opel,Astra,Diesel,Manual,Used,10595,50.0,2021
100812,Hyundai,Kona,Electric,Automatic,Used,6367,63.0,2013
143530,Peugeot,308,Petrol,Automatic,Used,4187,109.0,2015
140105,Mercedes-Benz,A-Class,Diesel,Manual,Used,8919,133.0,2015
58101,Renault,Captur,Diesel,Manual,Used,8238,114.0,2019
195877,Renault,Megane,Diesel,Automatic,Used,2313,109.0,2011
37529,Ford,Mondeo,Diesel,Manual,Used,11085,164.0,2020
184439,Renault,Clio,Diesel,Automatic,Used,2956,120.0,2011
108952,Toyota,Yaris,Diesel,Automatic,Used,6263,136.0,2014
79053,Peugeot,508,Petrol,Manual,New,12001,251.0,2017
127867,Peugeot,3008,Petrol,Automatic,Used,4050,121.0,2012
134222,SEAT,Arona,Petrol,Automatic,Demonstration,5692,94.0,2016
68255,Audi,A4,Petrol,Manual,Used,23859,137.0,2021
78297,Peugeot,208,Petrol,Manual,Used,8028,147.0,2020
150716,Ford,Focus,Petrol,Manual,Used,4229,119.0,2011
41618,Skoda,Fabia,Electric,Automatic,Used,13468,133.0,2017
119694,Audi,A3,Petrol,Automatic,Used,14121,193.0,2017
184037,Audi,Q5,Petrol,Manual,Used,5660,166.0,2011
71500,BMW,3 Series,Petrol,Manual,Used,15879,107.0,2018
67823,Hyundai,Kona,Petrol,Manual,Used,6756,81.0,2016
74898,BMW,3 Series,Diesel,Manual,Used,13720,131.0,2018
82015,BMW,3 Series,Diesel,Manual,Used,10690,79.0,2014
157192,Hyundai,i30,Diesel,Manual,Used,4368,147.0,2013
93261,Skoda,Octavia,Diesel,Manual,Used,7912,132.0,2019
117087,Opel,Corsa,Diesel,Automatic,Used,7821,247.0,2018
174798,Renault,Megane,Diesel,Automatic,Demonstration,3745,187.0,2012
86629,Ford,Kuga,Diesel,Manual,Used,4797,58.0,2013
81907,BMW,X3,Hybrid,Automatic,New,20449,103.0,2017
104889,Renault,Clio,Diesel,Manual,Used,8622,50.0,2020
104599,Mercedes-Benz,C-Class,Diesel,Manual,Used,10043,50.0,2013
132929,Skoda,Octavia,Diesel,Semi-automatic,Demonstration,5898,112.0,2013
94473,Hyundai,i20,Diesel,Automatic,Used,8205,74.0,2019
81600,Hyundai,i20,Petrol,Manual,New,12059,186.0,2018
116805,Ford,Fiesta,Petrol,Manual,Used,9114,166.0,2020
19350,Peugeot,3008,Diesel,Automatic,Used,10470,116.0,2019
500,SEAT,Leon,Petrol,Manual,Used,14450,100.0,2021
177844,Opel,Corsa,Diesel,Semi-automatic,Used,3410,174.0,2013
93144,BMW,5 Series,Petrol,Manual,Used,11566,184.0,2013
128113,Ford,Kuga,Hybrid,Manual,Used,4650,65.0,2013
162702,SEAT,Leon,Electric,Automatic,Used,3473,72.0,2011
81260,Hyundai,i20,Diesel,Automatic,Used,11018,114.0,2019
81499,Volkswagen,Polo,Petrol,Manual,Used,12000,131.0,2018
180997,Renault,Clio,Petrol,Automatic,Used,2746,97.0,2011
120915,Toyota,Corolla,Electric,Automatic,Used,8971,142.0,2013
177525,Hyundai,Kona,Diesel,Manual,Used,3839,195.0,2013
245904,Opel,Corsa,Petrol,Manual,Used,2189,50.0,2015
114195,BMW,3 Series,Diesel,Manual,Used,9043,90.0,2016
123489,Audi,A6,Diesel,Automatic,Used,7746,61.0,2014
500,Toyota,Yaris,Petrol,Automatic,Demonstration,20329,92.0,2021
112688,Toyota,Yaris,Petrol,Manual,Used,5136,94.0,2013
67520,SEAT,Ibiza,Diesel,Semi-automatic,Used,7031,78.0,2017
86289,BMW,1 Series,Petrol,Manual,Used,11267,132.0,2015
104437,BMW,1 Series,Petrol,Automatic,Used,12364,131.0,2015
92231,Opel,Insignia,Hybrid,Automatic,Used,8456,142.0,2020
58651,SEAT,Ateca,Petrol,Manual,Used,10240,101.0,2021
159441,Volkswagen,Passat,Electric,Manual,Used,4690,95.0,2011
47710,Renault,Captur,Petrol,Manual,Used,7301,94.0,2016
196808,Skoda,Superb,Diesel,Automatic,Used,3422,110.0,2012
103283,Volkswagen,Tiguan,Diesel,Manual,Used,7306,128.0,2015
14572,BMW,X3,Electric,Automatic,Used,27656,50.0,2017
129935,Opel,Astra,Diesel,Manual,Used,5632,122.0,2015
155899,Renault,Megane,Diesel,Manual,Used,3736,69.0,2014
35093,Peugeot,508,Petrol,Automatic,Used,6933,108.0,2014
